,SPY,EWU,EWJ,EWG,EWQ,EWC,EWL,EWA,EWN,EWD
2011-01-03,0.6493192172076102,0.07960368090114384,0.08345070445911616,0.04725008216071919,0.036487460368176294,0.0459778479196655,-0.005452891758875395,0.03600257371288452,0.06492976908681498,-0.03756844405725548
2011-01-04,0.6620323017706876,0.07368168902919037,0.09102002635930755,0.05141348010974433,0.056309086555764734,0.0446811070535546,-0.011603151344344117,0.02880265024175772,0.033672496723478364,-0.030009686499141257
2011-01-05,0.659641747329426,0.065828470772419,0.08842423431536153,0.0551333037472581,0.05692016712242035,0.045881349567397145,-0.007339339355178549,0.03288291205816259,0.031190520361549692,-0.02856336591881596
2011-01-06,0.6617377417178335,0.06490172907763782,0.0893106045762973,0.009355995650156332,0.054759770531297686,0.042417805348871435,0.04646909554959802,0.03215557497111117,0.027564353208815503,-0.02867267063161863
2011-01-07,0.6567403811552569,0.06523951960363156,0.0946748190527209,0.04068052589579605,0.0611923130137271,0.04726309101098222,-0.0046496345419742464,0.03324973750558769,0.037822246813941286,-0.03221299950966944
2011-01-10,0.6613647276521727,0.0700991206266618,0.09060555443616519,0.06188494277884475,0.04932424907864066,0.03735469300539378,-0.010120612641308539,0.0359711806688579,0.029823639532578407,-0.02630749513800655
2011-01-11,0.667825372813746,0.05161014335887385,0.06629883698264845,0.06522547423719571,0.06395595712982668,0.041756547282820355,-0.0004022684769887195,0.05420823834602978,0.022533914646442575,-0.033012216320594874
2011-01-12,0.6723499445289309,0.06349806259872513,0.09032645430388171,0.031224228327891314,0.04395313802781446,0.04856005009728852,-0.008532553839438498,0.03723573185239748,0.04332782117399082,-0.021942877071481726
2011-01-13,0.656199312816928,0.06468210197695663,0.09181382018431201,0.005282450832707321,0.05432334685989598,0.04171247853622318,0.045115724759490265,0.03487232232864633,0.03261609123591101,-0.026617649531070684
2011-01-14,0.6541003149769309,0.05186084567615567,0.07688598921662647,0.039398618228550585,0.04494297533317505,0.047095391761343995,0.05112735058994217,0.04241559593887853,0.0202408735032273,-0.02806795522483063
2011-01-18,0.6815117209977335,0.0701321362577859,0.08161350836302786,0.012936937158830313,0.04723825639345459,0.023914499224554082,0.04410692158615257,0.0365476886156351,0.026388042453129996,-0.024389711050303815
2011-01-19,0.610442230629263,0.04609989484246021,0.10445315866662812,0.03608975859179755,0.07814860403601202,0.0590697353218436,0.042039943534770766,0.04544204243881329,-0.007258418820198078,-0.014526949241390358
2011-01-20,0.6849706403578671,0.08036127732648432,0.039908659169503924,0.06774862567056757,0.017665979317067853,0.03623334159661061,0.02311541934746589,0.04415936704657313,0.038580362253142285,-0.03274367208528262
2011-01-21,0.6855848273866518,0.08265538030481596,0.08619762748985833,0.005619581036503011,0.0476517599073452,0.036322177111279615,0.06951133201618412,0.018715914313084957,0.008756687236792527,-0.04101528680251572
2011-01-24,0.6506159887524876,0.07679276379008608,0.08829014638887375,0.00580523989639248,0.04302442379289022,0.04106876076805502,0.04242760982918126,0.032272658009399595,0.04174903514849707,-0.022046626375863014
2011-01-25,0.6555540673224052,0.06704190340362001,0.09256651149761884,0.004079758895228564,0.058077778824122454,0.039980312590584675,0.042567323670379735,0.036988811305443244,0.024119895769839736,-0.02097636327924253
2011-01-26,0.6731885990391856,0.06467204031773999,0.08860536842330297,0.046475908689931365,0.05175431027244596,0.03294929542365256,-0.00257322823574487,0.032598064460875764,0.044710624007854846,-0.0323809823992443
2011-01-27,0.6553241904008976,0.09124652130975099,0.09385770071687712,0.055113010648560036,0.07202224170517416,0.04017728477263903,-0.005487582054840301,0.022766534287647817,-0.011492517611499175,-0.013527384175207359
2011-01-28,0.6391679583845694,0.04603097666849249,0.07524521827157143,0.03180471685475202,0.01875360767800706,0.06337323772742544,0.07486055203150395,0.05038282784255478,0.05685126727444298,-0.056470362733319734
